     ITIME      Time(Hours)    Net_Q/INLET_Q    Mass_Error      Cumu_Mass_Error  No_Wet_Cell
     99200      2.7556E-01     -3.3325E-10      3.3325E-10      7.2122E-04         200
     99300      2.7583E-01     -3.3325E-10      3.3325E-10      7.2053E-04         200
     99400      2.7611E-01     -3.3325E-10      3.3325E-10      7.1983E-04         200
     99500      2.7639E-01     -3.3325E-10      3.3325E-10      7.1914E-04         200
     99600      2.7667E-01     -3.3325E-10      3.3325E-10      7.1845E-04         200
     99700      2.7694E-01     -3.3325E-10      3.3325E-10      7.1777E-04         200
     99800      2.7722E-01     -3.3325E-10      3.3325E-10      7.1708E-04         200
     99900      2.7750E-01     -3.3325E-10      3.3325E-10      7.1639E-04         200
    100000      2.7778E-01     -3.3325E-10      3.3325E-10      7.1571E-04         200
    100100      2.7806E-01     -3.3325E-10      3.3325E-10      7.1503E-04         200
    100200      2.7833E-01     -3.3325E-10      3.3325E-10      7.1435E-04         200
    100300      2.7861E-01     -3.3325E-10      3.3325E-10      7.1367E-04         200
    100400      2.7889E-01     -3.3325E-10      3.3325E-10      7.1299E-04         200
    100500      2.7917E-01     -3.3325E-10      3.3325E-10      7.1231E-04         200
    100600      2.7944E-01     -3.3325E-10      3.3325E-10      7.1163E-04         200
    100700      2.7972E-01     -3.3325E-10      3.3325E-10      7.1096E-04         200
    100800      2.8000E-01     -3.3325E-10      3.3325E-10      7.1028E-04         200
    100900      2.8028E-01     -3.3325E-10      3.3325E-10      7.0961E-04         200
    101000      2.8056E-01     -3.3325E-10      3.3325E-10      7.0894E-04         200
    101100      2.8083E-01     -3.3325E-10      3.3325E-10      7.0827E-04         200
    101200      2.8111E-01     -3.3325E-10      3.3325E-10      7.0760E-04         200
    101300      2.8139E-01     -3.3325E-10      3.3325E-10      7.0693E-04         200
    101400      2.8167E-01     -3.3325E-10      3.3325E-10      7.0627E-04         200
    101500      2.8194E-01     -3.3325E-10      3.3325E-10      7.0560E-04         200
    101600      2.8222E-01     -3.3325E-10      3.3325E-10      7.0494E-04         200
    101700      2.8250E-01     -3.3325E-10      3.3325E-10      7.0428E-04         200
    101800      2.8278E-01     -3.3325E-10      3.3325E-10      7.0362E-04         200
    101900      2.8306E-01     -3.3325E-10      3.3325E-10      7.0296E-04         200
    102000      2.8333E-01     -3.3325E-10      3.3325E-10      7.0230E-04         200
    102100      2.8361E-01     -3.3325E-10      3.3325E-10      7.0164E-04         200
    102200      2.8389E-01     -3.3325E-10      3.3325E-10      7.0098E-04         200
    102300      2.8417E-01     -3.3325E-10      3.3325E-10      7.0033E-04         200
    102400      2.8444E-01     -3.3325E-10      3.3325E-10      6.9967E-04         200
    102500      2.8472E-01     -3.3325E-10      3.3325E-10      6.9902E-04         200
    102600      2.8500E-01     -3.3325E-10      3.3325E-10      6.9837E-04         200
    102700      2.8528E-01     -3.3325E-10      3.3325E-10      6.9772E-04         200
    102800      2.8556E-01     -3.3325E-10      3.3325E-10      6.9707E-04         200
    102900      2.8583E-01     -3.3325E-10      3.3325E-10      6.9642E-04         200
    103000      2.8611E-01     -3.3325E-10      3.3325E-10      6.9578E-04         200
    103100      2.8639E-01     -3.3325E-10      3.3325E-10      6.9513E-04         200
    103200      2.8667E-01     -3.3325E-10      3.3325E-10      6.9449E-04         200
    103300      2.8694E-01     -3.3325E-10      3.3325E-10      6.9384E-04         200
    103400      2.8722E-01     -3.3325E-10      3.3325E-10      6.9320E-04         200
    103500      2.8750E-01     -3.3325E-10      3.3325E-10      6.9256E-04         200
    103600      2.8778E-01     -3.3325E-10      3.3325E-10      6.9192E-04         200
    103700      2.8806E-01     -3.3325E-10      3.3325E-10      6.9128E-04         200
    103800      2.8833E-01     -3.3325E-10      3.3325E-10      6.9065E-04         200
    103900      2.8861E-01     -3.3325E-10      3.3325E-10      6.9001E-04         200
    104000      2.8889E-01     -3.3325E-10      3.3325E-10      6.8938E-04         200
    104100      2.8917E-01     -3.3325E-10      3.3325E-10      6.8874E-04         200
    104200      2.8944E-01     -3.3325E-10      3.3325E-10      6.8811E-04         200
    104300      2.8972E-01     -3.3325E-10      3.3325E-10      6.8748E-04         200
    104400      2.9000E-01     -3.3325E-10      3.3325E-10      6.8685E-04         200
    104500      2.9028E-01     -3.3325E-10      3.3325E-10      6.8622E-04         200
    104600      2.9056E-01     -3.3325E-10      3.3325E-10      6.8559E-04         200
    104700      2.9083E-01     -3.3325E-10      3.3325E-10      6.8497E-04         200
    104800      2.9111E-01     -3.3325E-10      3.3325E-10      6.8434E-04         200
    104900      2.9139E-01     -3.3325E-10      3.3325E-10      6.8372E-04         200
